OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,OpenPorchSF_log,SalePrice
6,912,2,888,1,1978,1978,0.0,1,0.0,156000
5,1505,1,883,1,1940,1982,0.0,0,0.0,145000
7,1922,2,0,3,2003,2003,500.0,1,0.0,198500
6,987,1,483,1,1972,2007,510.0,0,0.0,118000
6,1574,2,796,2,1976,1976,120.0,1,4.718498871295094,190000
5,1344,1,672,1,1920,1997,0.0,0,4.859812404361672,147000
6,1394,2,1394,1,1963,1963,247.0,2,4.343805421853684,159000
6,1431,1,1099,1,1962,1962,305.0,1,4.709530201312334,165000
5,1268,1,1268,1,1954,1954,200.0,1,4.59511985013459,132000
5,1287,2,1063,1,1959,2006,0.0,1,2.8903717578961645,162000
6,1664,2,953,2,2000,2000,0.0,1,3.713572066704308,172400
4,1588,2,0,2,1959,1959,0.0,1,4.0943445622221,134432
6,752,1,744,1,1984,1984,0.0,0,0.0,125000
5,1319,1,608,1,1953,1953,0.0,0,0.0,123000
7,1928,2,847,2,2003,2004,0.0,1,3.8918202981106265,219500
1,904,0,683,0,1922,1950,0.0,0,0.0,61000
5,914,2,870,1,1996,1996,0.0,0,0.0,148000
8,2466,2,1580,3,2004,2005,0.0,1,5.3706380281276624,340000
9,1856,3,1856,1,2010,2010,350.0,1,0.0,394432
6,1800,2,982,2,2000,2000,16.0,1,4.158883083359672,179000
5,1691,1,1026,2,1924,1950,0.0,1,0.0,127000
7,1301,2,1293,2,2006,2006,0.0,1,4.804021044733257,187750
7,1797,2,939,2,2006,2006,0.0,0,3.9889840465642745,213500
6,784,2,784,1,1928,1950,0.0,0,0.0,76000
6,1953,2,1580,2,1992,1992,0.0,2,5.44673737166631,240000
8,1269,2,1256,2,2004,2005,16.0,1,3.044522437723423,192000
5,1184,0,658,1,1910,1996,0.0,0,5.0238805208462765,81000
6,1125,1,1041,1,1976,1976,255.0,1,0.0,125000
7,1479,2,1468,2,1999,2000,125.0,0,3.258096538021482,191000
10,2332,3,1682,2,2007,2008,272.0,1,4.90527477843843,426000
5,1367,1,861,1,1900,1950,0.0,0,4.875197323201151,119000
6,1961,2,804,2,2001,2002,0.0,1,5.262690188904886,215000
5,882,1,0,1,1959,1959,0.0,0,0.0,106500
4,788,0,788,1,1941,1950,0.0,2,0.0,100000
5,1034,1,735,1,1940,1950,0.0,0,3.688879454113936,109000
5,1144,1,1144,1,1956,1956,0.0,0,0.0,129000
5,894,2,894,1,1972,1972,0.0,0,0.0,123000
5,1812,1,864,2,1962,1962,288.0,1,5.1298987149230735,169500
5,1077,1,961,1,1920,1950,0.0,0,0.0,67000
7,1550,2,1092,2,2006,2007,100.0,0,5.1298987149230735,241000
8,1288,2,1260,1,1996,1996,0.0,2,3.4339872044851463,245500
7,1310,2,1310,2,2005,2005,0.0,1,0.0,164990
5,672,1,672,1,1940,1997,0.0,0,0.0,108000
8,2263,2,1141,2,1998,1998,650.0,1,4.820281565605037,258000
6,1572,2,806,2,1995,1996,0.0,1,3.713572066704308,168000
4,1620,2,1281,2,1976,1993,0.0,1,4.3694478524670215,150000
6,1639,1,1064,1,1936,1950,0.0,0,0.0,115000
6,1680,1,840,2,1915,1976,0.0,0,0.0,177000
7,2172,3,1063,2,2006,2006,350.0,1,4.143134726391533,280000
8,2078,3,1034,2,2007,2008,100.0,1,4.634728988229636,339750
5,1276,1,1276,1,1958,1958,0.0,0,0.0,60000
5,1056,2,1056,1,1955,1955,0.0,0,0.0,145000
7,1478,2,1470,2,2009,2009,432.0,1,4.976733742420574,222000
5,1028,2,1008,1,1927,1950,0.0,1,0.0,115000
7,2097,3,1080,2,1993,1993,0.0,1,5.236441962829949,228000
7,1340,2,1340,2,2007,2007,0.0,0,3.4339872044851463,181134
6,1400,2,672,1,1978,1978,203.0,1,0.0,149500
6,2624,3,1370,2,1918,1950,0.0,1,0.0,239000
5,1134,1,756,1,1940,1950,0.0,0,0.0,126000
5,1056,1,1056,1,1968,1968,0.0,1,4.454347296253507,142000
7,1344,4,1344,2,1997,1998,200.0,0,0.0,206300
6,1602,2,1602,2,1977,2000,126.0,1,0.0,215000
5,988,2,988,1,1954,1954,0.0,0,0.0,113000
8,2630,3,1470,2,1998,1998,473.0,1,4.204692619390966,315000
6,1196,1,1196,1,1956,1956,74.0,1,3.80666248977032,139000
7,1389,1,651,1,1946,1992,0.0,2,0.0,135000
7,1644,2,1518,2,1989,1989,145.0,1,0.0,275000
4,907,1,907,1,1957,1957,0.0,0,0.0,109008
7,1208,2,1208,2,2007,2007,108.0,0,4.007333185232471,195400
6,1412,2,1392,2,1988,1988,0.0,1,0.0,175000
6,987,1,483,1,1971,1971,232.0,0,0.0,85400
6,1198,0,901,1,1920,1998,0.0,0,4.59511985013459,79900
5,1365,2,765,1,1971,1971,376.0,0,3.610917912644224,122500
6,1604,2,926,2,1997,1998,0.0,1,3.610917912644224,181000
4,630,0,630,1,1972,1972,0.0,0,0.0,81000
7,1661,2,799,2,1996,1996,0.0,1,4.127134385045092,212000
6,1118,2,648,1,1920,1950,0.0,0,0.0,116000
6,904,1,884,1,1926,2004,0.0,0,0.0,119000
5,694,1,440,1,1913,2002,0.0,1,0.0,90350
6,1196,2,684,1,1920,2000,0.0,0,3.8501476017100575,110000
10,2402,3,3094,2,2008,2008,200.0,2,4.290459441148391,555000
4,1440,0,1440,2,1955,1955,270.0,0,0.0,118000
5,1573,2,1078,2,1930,1992,0.0,1,0.0,162900
7,1258,3,1258,2,2006,2007,72.0,1,2.833213344056216,172500
7,1908,2,915,2,1994,1995,0.0,1,4.897839799950911,210000
6,1689,2,1436,1,1956,1956,0.0,1,0.0,127500
6,1888,2,1517,2,1966,2002,0.0,1,0.0,190000
7,1886,2,930,2,1998,1999,0.0,1,0.0,199900
6,1376,1,780,2,1937,1950,0.0,1,0.0,119500
3,1183,1,649,1,1948,2002,0.0,0,5.176149732573829,120000
6,813,1,813,1,1930,2005,0.0,0,4.736198448394496,110000
7,1533,2,1533,2,1975,1975,0.0,2,4.007333185232471,280000
6,1756,2,872,2,1996,1997,42.0,0,4.812184355372417,204000
8,1590,2,768,2,2008,2008,0.0,0,3.4339872044851463,210000
5,1728,2,1728,2,1976,1976,0.0,0,0.0,188000
7,1242,2,1242,1,1973,1973,320.0,1,0.0,175500
5,1344,3,624,1,1916,1950,0.0,0,0.0,98000
4,1663,2,1364,1,1954,1994,0.0,2,4.927253685157205,256000
8,1666,1,588,1,1925,1996,0.0,1,4.158883083359672,161000
5,1203,1,709,1,1950,1950,161.0,1,0.0,110000
8,1935,2,832,2,2009,2009,110.0,0,5.017279836814924,263435
7,1135,2,560,1,1936,2007,0.0,0,0.0,155000
5,864,1,864,1,1965,1965,0.0,1,0.0,62383
6,1660,1,715,1,1934,1995,0.0,1,0.0,188700
5,1040,0,1040,2,1978,1978,136.0,0,0.0,124000
7,1414,2,1375,2,2004,2004,18.0,1,3.044522437723423,178740
7,1277,2,1277,1,1970,1970,0.0,1,0.0,167000
5,1644,1,728,1,1942,1995,224.0,2,0.0,146500
8,1634,3,1626,2,2006,2006,248.0,1,3.80666248977032,250000
6,1710,2,832,2,1993,1993,120.0,0,4.262679877041316,187000
8,1502,2,1488,1,1985,1985,0.0,0,4.007333185232471,212000
7,1969,2,808,2,1977,1977,0.0,1,0.0,190000
6,1072,2,547,1,2005,2005,80.0,0,3.367295829986474,148000
8,1976,3,1976,2,2006,2007,304.0,1,4.158883083359672,440000
8,1652,2,1494,2,2000,2000,0.0,0,3.8918202981106265,251000
5,970,2,970,1,1963,1963,0.0,0,3.218875824868201,132500
6,1493,2,1478,2,1997,1998,215.0,1,3.688879454113936,208900
9,2643,3,2153,2,2006,2006,772.0,1,4.442651256490317,380000
8,1718,3,1705,2,2007,2008,336.0,1,3.80666248977032,297000
4,1131,2,907,1,1937,2000,435.0,0,4.290459441148391,89471
9,1850,3,1833,2,2004,2005,378.0,1,4.727387818712341,326000
9,1792,3,1792,2,2003,2004,562.0,1,3.912023005428146,374000
7,1826,1,910,1,1915,2005,0.0,1,0.0,155000
6,1216,2,1216,2,1998,1998,116.0,0,4.836281906951478,164000
5,999,1,999,1,1962,2001,0.0,0,4.890349128221754,132500
5,1113,1,1113,1,1950,2007,0.0,1,4.394449154672439,147000
5,1073,2,1073,1,1965,1965,168.0,0,0.0,156000
5,1484,2,1484,2,1971,1971,0.0,1,0.0,175000
5,2414,2,954,2,1900,1970,0.0,1,0.0,160000
4,630,1,630,1,1970,2002,0.0,0,0.0,86000
5,1304,1,264,1,1976,1976,0.0,1,3.218875824868201,115000
6,1578,1,806,1,1941,1950,0.0,2,0.0,133000
6,1456,2,728,2,2006,2006,0.0,0,0.0,172785
5,1269,1,1269,1,1960,1960,0.0,1,0.0,155000
5,886,1,190,1,1938,1996,0.0,0,3.044522437723423,91300
4,720,0,720,1,1920,1950,0.0,0,6.261491684321042,34900
8,3228,2,3200,3,1992,1993,0.0,1,4.330733340286331,430000
7,1820,1,1026,2,1925,1950,0.0,0,4.61512051684126,184000
5,899,1,864,1,1967,2004,89.0,0,0.0,130000
5,912,1,912,1,1958,1985,0.0,0,5.655991810819852,120000
6,1218,1,672,1,1973,1973,285.0,0,3.367295829986474,113000
7,1768,2,866,2,2005,2005,0.0,0,4.691347882229144,226700
5,1214,2,1214,1,1965,1965,0.0,0,0.0,140000
7,1801,2,1501,2,1959,1997,0.0,2,4.007333185232471,289000
6,1322,2,855,2,1974,1974,0.0,1,0.0,147000
5,1960,2,960,2,1952,1952,360.0,0,0.0,124500
8,1911,2,777,2,1993,1994,125.0,1,4.406719247264253,215000
6,1218,2,1218,2,2009,2009,0.0,0,4.634728988229636,208300
7,1378,2,689,2,1928,2005,0.0,1,0.0,161000
5,1041,1,1041,1,1959,1959,132.0,0,4.48863636973214,124500
5,1363,1,1008,1,1951,2000,70.0,2,3.7612001156935615,164900
7,1368,2,1368,2,2005,2006,94.0,1,3.58351893845611,202665
5,864,2,864,1,1958,1958,0.0,0,0.0,129900
6,1080,2,1084,1,1983,1983,0.0,0,0.0,134000
5,789,1,768,1,1926,1950,0.0,0,0.0,96500
10,2020,3,2006,2,2009,2009,305.0,1,4.007333185232471,402861
6,2119,2,689,2,1972,1972,333.0,1,4.653960350157523,158000
7,2344,3,1264,2,1996,1997,921.0,1,0.0,265000
6,1796,2,794,2,1998,1998,0.0,0,3.610917912644224,211000
7,2080,1,1276,1,1926,2004,0.0,2,0.0,234000
4,1294,0,0,2,1900,2000,0.0,0,4.74493212836325,106250
6,1244,1,1244,1,1957,1957,0.0,2,3.713572066704308,150000
6,1664,2,1004,2,1947,1950,0.0,2,3.218875824868201,159000
10,4676,3,3138,3,2007,2008,762.0,1,6.008813185442595,184750
7,2398,3,1379,2,1996,1997,594.0,1,4.110873864173311,315750
7,1266,2,1257,2,2005,2005,0.0,1,4.976733742420574,176000
5,928,1,928,1,1956,2000,0.0,0,0.0,132000
9,2713,3,1452,2,2008,2008,268.0,1,4.204692619390966,446261
4,605,0,528,1,1920,2002,0.0,0,0.0,86000
6,2515,2,2035,3,1957,1975,0.0,2,0.0,200624
6,1509,2,1461,2,1988,1989,219.0,1,0.0,175000
6,1362,2,611,2,1920,1999,0.0,0,0.0,128000
5,827,1,0,1,1955,2007,0.0,1,0.0,107500
1,334,0,0,1,1946,1950,0.0,0,0.0,39300
8,1414,2,707,2,2004,2004,0.0,1,3.58351893845611,178000
5,1347,0,1117,1,1910,1991,0.0,0,0.0,107500
7,1724,2,880,2,1998,1999,0.0,0,5.049856007249537,188000
4,864,2,864,1,1972,1972,0.0,0,0.0,111250
5,1159,1,1051,1,1968,1968,188.0,1,0.0,158000
8,1601,2,1581,2,2001,2002,479.0,1,0.0,272000
9,1838,3,1838,2,2006,2006,584.0,1,4.23410650459726,315000
8,2285,3,969,2,2000,2000,72.0,1,4.04305126783455,248000
7,1680,2,1650,2,1998,1999,0.0,1,4.30406509320417,213250
7,767,1,723,1,1998,1998,182.0,0,3.713572066704308,133000
7,1496,2,654,2,2006,2006,0.0,1,3.218875824868201,179665
7,2183,3,1204,2,1988,1988,178.0,0,0.0,229000
6,1635,2,1065,1,1923,1950,0.0,1,3.6635616461296463,210000
5,768,2,768,1,1970,1970,0.0,0,0.0,129500
5,825,2,825,1,1955,1995,0.0,0,3.9318256327243257,125000
7,2094,2,912,2,2003,2004,0.0,1,5.209486152841421,263000
6,1069,2,1069,2,1977,1977,0.0,0,4.02535169073515,140000
5,928,1,928,1,1957,1957,0.0,0,0.0,112500
8,1717,3,1709,2,2006,2006,250.0,1,3.688879454113936,255500
4,1126,2,0,2,1949,2003,0.0,0,4.574710978503383,108000
7,2046,3,998,2,2003,2004,292.0,1,4.143134726391533,284000
5,1048,1,993,1,1922,1950,0.0,1,0.0,113000
5,1092,1,1092,1,1957,1957,0.0,1,0.0,141000
4,1336,1,637,1,1920,1950,0.0,0,3.871201010907891,108000
7,1446,2,729,2,1996,1997,0.0,1,3.1354942159291497,175000
7,1557,2,1374,2,2003,2004,18.0,1,3.044522437723423,234000
5,1392,2,1392,1,1957,1996,180.0,1,0.0,121500
5,1389,2,1389,1,1974,1975,0.0,1,3.6635616461296463,170000
5,996,0,996,1,1940,1969,0.0,1,0.0,108000
6,1674,2,1163,2,1918,1950,0.0,1,3.610917912644224,185000
7,2295,2,1095,2,1992,2000,0.0,1,3.713572066704308,268000
6,1647,1,806,1,1915,1950,0.0,0,4.204692619390966,128000
9,2504,3,1122,2,2005,2007,245.0,1,3.688879454113936,325000
7,1535,2,1517,2,2004,2004,168.0,0,0.0,214000
8,2132,2,1496,1,1983,2009,0.0,1,3.713572066704308,316600
5,943,2,943,1,1979,1979,0.0,2,0.0,135960
5,1728,2,1728,2,1965,1965,108.0,0,0.0,142600
6,864,1,864,1,1959,1959,207.0,0,0.0,120000
7,1692,2,846,2,2009,2009,0.0,0,4.74493212836325,224500
7,1430,2,384,2,2000,2000,0.0,1,0.0,170000
5,1109,1,372,1,1971,2005,82.0,0,0.0,139000
5,1216,1,832,1,1947,1950,0.0,0,0.0,118500
7,1477,1,861,2,1928,1950,0.0,1,3.9318256327243257,145000
5,1320,2,1164,1,1966,1966,97.0,2,4.23410650459726,164500
7,1392,2,689,2,2007,2007,0.0,0,4.634728988229636,146000
5,1795,1,1050,2,1954,1954,335.0,0,0.0,131500
6,1429,2,1144,1,1960,1987,85.0,2,4.709530201312334,181900
8,2042,3,2042,2,2008,2009,306.0,1,4.51085950651685,253293
6,816,0,816,1,1990,1990,104.0,0,3.49650756146648,118500
10,2775,2,1237,3,1893,2000,0.0,1,6.220590170099739,325000
4,1573,1,884,1,1935,1995,0.0,0,0.0,133000
8,2028,3,1868,2,2005,2006,208.0,2,4.204692619390966,369900
6,838,1,816,1,1918,2000,0.0,0,0.0,130000
5,860,2,840,1,1982,1982,0.0,0,0.0,137000
5,1473,1,1437,1,1968,2003,0.0,2,3.8918202981106265,143000
5,935,1,742,1,1930,1960,0.0,0,0.0,79500
7,1582,2,770,2,2004,2004,0.0,0,3.828641396489095,185900
10,2296,3,1722,2,2008,2008,420.0,1,5.616771097666572,451950
5,816,2,816,1,1982,2003,0.0,0,0.0,138000
6,848,2,848,1,2003,2003,170.0,0,0.0,140000
5,924,1,924,1,1975,1975,0.0,0,0.0,110000
8,1826,3,1814,2,2005,2006,238.0,1,4.330733340286331,319000
6,1368,1,684,1,1910,1993,0.0,0,5.068904202220232,114504
7,1402,3,1258,0,2006,2007,72.0,1,2.833213344056216,194201
5,1647,2,1430,2,1977,1977,459.0,1,0.0,217500
6,1556,2,716,2,1980,1980,0.0,1,0.0,151000
8,1904,2,1058,2,2005,2005,280.0,1,4.110873864173311,275000
6,1375,1,780,1,1937,1950,0.0,1,5.093750200806762,141000
8,1915,2,908,2,1992,1992,0.0,1,5.017279836814924,220000
7,1200,2,600,2,2004,2005,0.0,0,5.153291594497779,151000
7,1494,2,1494,2,2002,2002,99.0,1,3.610917912644224,221000
7,1986,2,768,2,1965,1990,176.0,3,3.7612001156935615,205000
5,1040,2,1040,1,1996,1996,0.0,0,0.0,152000
5,2008,1,896,3,1948,2002,0.0,0,0.0,225000
8,3194,2,965,2,1934,1998,0.0,2,0.0,359100
4,1029,1,1029,1,1961,1961,192.0,0,0.0,118500
9,2153,3,1440,2,2000,2000,204.0,2,4.962844630259907,313000
6,1032,2,1032,2,1978,1978,233.0,1,0.0,148000
8,1872,2,1299,2,2001,2001,108.0,1,4.812184355372417,261500
5,1120,0,1120,1,2007,2007,0.0,0,3.4339872044851463,147000
4,630,0,630,1,1972,1972,0.0,0,3.218875824868201,75500
6,1054,2,936,1,1963,1963,156.0,0,0.0,137500
6,1509,2,783,2,2002,2003,0.0,1,4.330733340286331,183200
6,832,2,832,1,1954,1954,0.0,0,0.0,105500
9,1828,3,1822,2,2007,2007,452.0,1,4.691347882229144,314813
8,2262,3,1482,2,2003,2003,226.0,2,0.0,305000
3,864,0,864,1,1914,1950,0.0,0,0.0,67000
6,2614,2,1522,2,1974,1997,0.0,1,5.497168225293202,240000
5,980,2,980,1,1977,1977,153.0,0,0.0,135000
6,1512,2,756,2,2000,2000,513.0,1,3.49650756146648,168500
6,1790,2,732,1,1972,1972,288.0,1,0.0,165150
6,1116,2,1116,1,1962,1962,261.0,0,0.0,160000
5,1422,1,978,1,1960,1978,0.0,1,0.0,139900
6,1520,1,1156,1,1955,1972,164.0,2,0.0,153000
5,2080,2,1040,1,1969,1969,192.0,2,0.0,135000
6,1350,2,1248,1,1964,1964,259.0,0,0.0,168500
5,1750,1,636,1,1880,1991,0.0,0,0.0,124000
8,1554,2,1554,2,2006,2006,108.0,1,4.30406509320417,209500
7,1411,2,1386,2,1977,1977,209.0,1,0.0,82500
5,1056,1,1056,1,1954,2005,0.0,0,0.0,139400
6,1056,2,1056,0,1980,1980,0.0,0,4.04305126783455,144000
6,3395,0,1440,2,1914,1995,0.0,0,4.709530201312334,200000
2,800,0,264,1,1936,1950,0.0,1,0.0,60000
5,1387,1,811,2,1954,1954,0.0,0,0.0,93000
5,796,0,796,1,1910,1950,0.0,0,0.0,85000
8,1567,3,1520,2,2006,2006,0.0,1,0.0,264561
8,1518,2,1518,1,2003,2004,472.0,1,4.948759890378168,274000
7,1929,2,1057,2,2001,2001,0.0,1,5.4638318050256105,226000
8,2704,2,1952,2,1972,1995,0.0,3,4.718498871295094,345000
5,1620,2,780,2,1969,1969,263.0,0,0.0,152000
9,1766,3,1766,2,2009,2009,162.0,1,4.875197323201151,370878
6,981,2,981,1,1971,1971,0.0,0,5.746203190540153,143250
5,1048,2,0,1,1950,1950,0.0,0,3.332204510175204,98300
6,1094,2,1094,1,1953,1953,216.0,2,0.0,155000
6,1839,2,756,1,1966,1966,351.0,1,4.8283137373023015,155000
4,630,0,630,1,1970,1970,0.0,0,0.0,84500
7,1665,2,813,2,2007,2007,0.0,0,0.0,205950
4,1510,1,755,1,1940,1950,0.0,1,0.0,108000
7,1716,2,880,2,1996,1996,0.0,1,4.795790545596741,191000
6,1469,1,756,1,1906,1995,0.0,0,0.0,135000
8,2113,3,2109,2,1995,1995,660.0,1,3.8501476017100575,350000
6,1092,1,525,1,1971,1971,381.0,0,0.0,88000
5,1053,1,1053,1,1959,2006,54.0,0,0.0,145500
7,1502,1,776,1,1931,2000,0.0,1,0.0,149000
6,1458,1,912,1,1948,1950,0.0,1,0.0,97500
5,1486,2,1486,1,1964,1999,0.0,0,0.0,167000
7,1935,2,793,2,1976,1976,233.0,1,4.736198448394496,197900
8,2448,3,1629,2,1994,2005,528.0,1,4.343805421853684,402000
6,1392,2,1392,1,1968,1968,216.0,2,0.0,110000
4,1181,2,1138,2,1972,1972,0.0,0,0.0,137500
8,2097,3,2077,1,2005,2006,0.0,1,5.5909869805108565,423000
8,1936,2,1406,2,2000,2000,40.0,1,4.8283137373023015,230500
6,2380,2,1021,2,1965,1979,113.0,1,5.583496308781699,129000
6,1679,2,1408,2,1994,1998,258.0,1,3.7612001156935615,193500
5,1437,2,1188,1,1956,1987,0.0,1,0.0,168000
4,1180,1,700,1,1922,1950,0.0,1,0.0,137500
6,1476,2,738,2,2005,2005,0.0,0,3.58351893845611,173500
6,1369,1,672,2,1925,1950,0.0,0,0.0,103600
6,1208,2,1208,1,1977,1977,0.0,1,3.7612001156935615,165000
6,1839,2,1477,2,1957,2004,106.0,2,4.477336814478207,257500
6,1136,1,1136,1,1965,1965,0.0,1,0.0,140000
6,1441,2,855,2,1978,1978,0.0,1,0.0,148500
4,1774,3,1095,2,1900,1950,0.0,0,0.0,87000
5,792,1,768,1,1924,2006,0.0,0,0.0,109500
8,2046,3,2046,2,2008,2008,464.0,1,4.418840607796598,372500
5,988,2,988,1,1961,1961,57.0,0,0.0,128500
6,923,1,923,2,1980,1980,0.0,1,0.0,143000
5,1520,1,793,1,1932,2000,0.0,0,0.0,159434
6,1291,2,1291,1,1996,1997,0.0,1,0.0,173000
9,1668,3,1626,2,2002,2002,215.0,1,3.828641396489095,285000
7,1839,2,1195,2,1998,1998,30.0,0,4.406719247264253,221000
7,2090,2,1190,2,1984,1984,0.0,1,0.0,207500
7,1761,2,874,3,2007,2007,0.0,0,4.663439094112067,227875
7,1102,2,551,2,2004,2004,0.0,0,4.110873864173311,148800
8,1419,2,1419,2,2007,2007,0.0,1,0.0,392000
6,1362,2,1362,2,2005,2006,256.0,1,3.367295829986474,194700
6,848,2,848,1,2004,2004,147.0,1,0.0,141000
10,4316,3,2444,3,1994,1995,1170.0,2,3.9318256327243257,755000
7,2519,2,1210,2,1989,1990,293.0,2,3.332204510175204,335000
5,1073,1,1073,1,1921,1968,0.0,0,0.0,108480
5,1539,2,927,1,1936,1950,0.0,0,0.0,141500
6,1137,2,1112,2,1987,1987,72.0,1,0.0,176000
5,616,1,616,1,1921,1950,0.0,0,0.0,89000
5,1148,1,980,1,1952,1952,0.0,0,0.0,123500
5,894,1,894,1,1965,2009,0.0,1,4.976733742420574,138500
7,1391,2,1391,2,2004,2004,0.0,0,5.068904202220232,196000
8,1800,3,1800,2,2002,2002,630.0,1,4.3694478524670215,312500
7,1164,2,1164,1,1969,1969,168.0,0,0.0,140000
8,2576,3,1234,2,2006,2006,466.0,1,4.61512051684126,361919
5,1812,2,360,2,1900,1996,0.0,1,0.0,140000
7,1484,2,1473,2,2004,2005,109.0,0,3.58351893845611,213000
4,1092,0,0,2,1930,1950,0.0,0,0.0,55000
7,1824,2,1643,2,1971,2002,351.0,2,3.8918202981106265,302000
8,1324,2,1324,2,2006,2006,176.0,1,3.6635616461296463,254000
7,1456,2,728,2,2007,2007,0.0,1,3.218875824868201,179540
5,904,1,876,1,1966,1966,41.0,0,0.0,109900
3,729,0,270,1,1935,2003,0.0,0,0.0,52000
4,1178,1,859,1,1900,1950,0.0,0,0.0,102776
8,1228,2,1228,2,1988,1989,0.0,1,4.795790545596741,189000
4,960,2,960,1,1970,1970,160.0,0,5.666426688112432,129000
6,1479,2,725,2,1976,2005,289.0,0,3.80666248977032,130500
6,1350,2,1064,2,1974,1974,174.0,1,0.0,165000
7,2554,2,718,1,1890,1998,0.0,0,3.8918202981106265,159500
5,1178,2,1176,1,1973,2000,0.0,1,0.0,157000
7,2418,3,1311,2,1993,1994,651.0,1,5.043425116919247,341000
5,971,1,971,1,1969,1969,0.0,1,0.0,128500
8,1742,2,1742,2,1985,1985,0.0,1,3.367295829986474,275000
6,848,2,848,1,2004,2004,169.0,0,0.0,143000
4,864,2,864,1,1970,1970,0.0,0,0.0,124500
4,1470,1,941,2,1954,1972,0.0,0,0.0,135000
9,1698,3,1698,2,2007,2008,340.0,1,4.174387269895637,320000
4,864,2,864,1,1970,1970,0.0,0,0.0,120500
6,1680,2,880,2,1988,2007,260.0,1,3.80666248977032,222000
7,1232,2,1232,2,2007,2007,82.0,0,0.0,194500
5,1776,3,1584,2,1958,1958,95.0,0,3.258096538021482,110000
