OverallQual,GarageCars,KitchenAbvGr,GrLivArea,FullBath,2ndFlrSF,TotalBsmtSF,1stFlrSF,Fireplaces,OpenPorchSF,SalePrice
7,2,1,1626,2,862,764,764,0,27,173000
6,1,1,918,2,0,918,918,1,0,99500
7,2,1,1428,2,0,1428,1428,0,120,182000
7,2,1,2019,1,883,728,1136,0,135,167500
7,2,1,1382,2,709,673,673,0,50,165000
4,0,1,869,1,0,440,869,0,0,85500
7,2,1,1241,1,0,1241,1241,0,116,199900
4,2,1,894,1,0,894,894,0,0,110000
5,2,1,1121,1,0,1121,1121,0,80,139000
7,2,1,999,1,0,944,999,0,76,178400
8,3,1,2612,2,1336,1225,1276,1,0,336000
7,2,1,1266,2,0,1266,1266,1,16,159895
8,2,1,2290,2,1141,1128,1149,1,0,255900
5,2,2,1734,2,432,0,1302,0,0,126000
5,1,1,1164,1,0,1164,1164,0,48,125000
6,1,1,1635,1,634,485,1001,0,0,117000
9,3,1,1940,2,0,1930,1940,1,95,395192
6,2,1,2030,2,912,848,1118,1,224,195000
7,2,1,1576,2,798,770,778,0,50,197000
8,3,1,2392,2,985,1396,1407,1,70,348000
8,2,1,1742,1,826,916,916,1,169,168000
6,2,1,1851,2,831,822,1020,1,42,187000
6,2,1,1500,2,750,750,750,0,35,173900
10,3,1,1718,2,0,1700,1718,1,48,337500
4,1,1,1230,1,456,747,774,0,57,121600
5,1,1,1050,1,0,1050,1050,0,319,136500
6,2,1,1442,2,0,1442,1442,1,0,185000
3,1,1,1077,1,0,1007,1077,1,100,91000
7,2,1,1208,2,0,1187,1208,0,61,206000
3,2,1,944,1,0,0,944,0,0,82000
5,1,1,691,1,0,691,691,0,20,86000
8,3,1,1574,2,0,1574,1574,1,104,232000
5,2,2,1680,2,0,1680,1680,0,0,136905
7,2,1,1504,2,0,1346,1504,1,0,181000
5,1,1,985,2,0,985,985,0,0,149900
6,2,1,1657,2,0,1657,1657,1,0,163500
4,1,1,1092,1,546,546,546,0,0,88000
7,2,1,1710,2,0,1710,1710,1,48,240000
5,0,1,1522,2,0,1008,1008,0,0,102000
5,1,1,1271,2,551,720,720,1,0,135000
5,0,2,1664,2,0,0,1664,0,0,100000
6,1,1,1502,1,602,602,900,2,0,165000
5,1,1,1022,1,0,1022,1022,0,30,85000
6,1,1,1082,1,0,1082,1082,1,130,119200
8,2,1,1665,2,855,810,810,0,45,227000
7,2,1,1504,2,0,1504,1504,1,66,203000
8,2,1,1360,1,0,1220,1360,1,0,187500
7,2,1,1472,2,670,384,802,1,0,160000
7,2,1,1506,2,0,1362,1506,1,20,213490
4,2,1,1132,1,0,1132,1132,0,64,176000
7,2,1,1220,2,0,1199,1220,0,54,194000
5,1,1,1248,1,336,912,912,0,0,87000
7,2,1,1504,2,0,1346,1504,1,20,191000
8,2,1,2898,2,0,1565,2898,1,72,287000
5,2,1,882,1,0,882,882,0,0,112500
5,2,1,1264,1,0,1268,1264,2,0,167500
8,3,1,1646,2,0,1638,1646,1,44,293077
5,1,1,1376,1,408,768,968,1,0,105000
6,1,1,1218,1,546,672,672,0,28,118000
5,0,2,1928,2,980,686,948,0,0,160000
7,2,1,3082,2,998,824,1687,2,63,197000
8,3,1,2520,2,1168,1338,1352,1,55,310000
7,3,1,1654,2,0,1654,1654,0,136,230000
5,1,1,954,1,0,920,954,1,0,119750
4,1,1,845,1,0,0,845,0,0,84000
9,3,1,1620,2,0,1620,1620,1,0,315500
8,2,1,2263,2,1208,1055,1055,1,45,287000
4,0,1,1344,1,546,546,798,1,0,97000
4,1,1,630,1,0,630,630,0,0,80000
5,2,1,1803,2,0,1134,1803,1,0,155000
6,2,1,1632,1,832,800,800,0,40,173000
6,2,1,1306,2,0,1306,1306,1,63,196000
7,2,1,2329,2,797,1475,1532,1,121,262280
8,2,1,2524,2,0,2524,2524,1,120,278000
3,2,1,1733,2,0,0,1733,1,0,139600
9,3,1,2868,3,876,1992,1992,1,108,556581
5,2,1,990,1,0,990,990,0,0,145000
5,2,1,1771,1,0,0,1771,1,0,115000
4,1,1,930,1,0,0,930,0,0,84900
7,2,1,1302,2,0,1302,1302,0,22,176485
7,2,1,1316,2,0,1316,1316,1,20,200141
6,2,1,1977,1,850,816,1127,1,52,165000
5,1,1,1526,1,0,1216,1526,1,78,144500
8,2,1,1989,2,898,1065,1091,1,60,255000
6,2,1,1523,2,0,1193,1523,1,0,180000
7,2,1,1364,2,0,1364,1364,1,36,185850
7,2,1,1850,2,871,973,979,1,98,248000
9,3,1,2184,2,1054,1104,1130,1,102,335000
6,2,1,1991,1,895,854,1096,1,0,220000
8,2,1,1338,2,0,1338,1338,0,0,213500
3,3,1,894,1,0,894,894,0,20,81000
5,2,2,2337,2,915,662,1422,0,57,90000
6,2,1,1103,1,0,1103,1103,1,120,110500
5,2,1,1154,1,0,1154,1154,1,58,154000
7,2,1,2260,2,954,1306,1306,0,44,328000
6,2,1,1571,2,772,799,799,1,40,178000
6,2,1,1611,1,813,780,798,0,128,167900
6,2,1,2521,2,1230,942,1291,1,20,151400
5,2,1,893,1,0,845,893,0,0,135000
5,1,1,1048,1,0,1048,1048,0,20,135000
6,2,1,1556,1,727,727,829,0,0,154000
5,1,1,1456,1,454,810,1002,1,0,91500
6,2,1,1426,1,728,690,698,0,0,159500
7,3,1,1240,2,0,1240,1240,0,93,194000
7,1,1,1740,1,780,800,960,2,0,219500
5,2,1,1466,2,370,796,1096,1,21,170000
5,1,1,1096,1,0,1096,1096,0,32,138800
6,2,1,848,1,0,848,848,1,0,155900
5,1,1,990,1,0,990,990,0,64,126000
6,2,1,1258,2,0,1258,1258,0,0,145000
5,1,1,1040,1,0,1040,1040,0,0,133000
7,2,1,1459,2,0,1459,1459,1,39,192000
6,1,1,1251,1,0,1251,1251,2,116,160000
6,2,1,1498,2,807,691,691,1,44,187500
6,2,1,996,1,0,936,996,0,0,147000
4,1,1,1092,1,546,546,546,0,96,83500
8,3,1,1953,2,871,1082,1082,1,50,252000
7,2,1,1709,2,739,970,970,0,40,137500
8,2,1,1247,1,0,1247,1247,1,84,197000
3,2,2,1040,2,0,0,1040,0,0,92900
7,2,1,1252,2,628,600,624,0,48,160000
6,2,1,1694,2,304,1181,1390,1,0,136500
5,2,1,1200,1,0,864,1200,0,64,146000
5,1,1,936,1,0,936,936,0,0,129000
6,2,1,1314,2,0,1314,1314,1,22,176432
6,0,1,1355,1,582,684,773,0,0,127000
8,2,1,1088,1,0,1074,1088,0,74,170000
4,1,1,1324,1,567,672,757,0,0,128000
7,2,1,1601,2,0,1271,1601,1,0,157000
2,1,1,438,1,0,290,438,0,0,60000
5,1,1,950,1,0,950,950,0,0,119500
5,1,1,1134,1,0,1010,1134,0,16,135000
6,2,1,1194,1,0,655,1194,1,0,159500
5,2,1,1302,2,672,630,630,0,0,106000
8,2,1,2622,2,1122,1463,1500,2,32,325000
7,2,1,1442,2,0,910,1442,1,244,179900
7,2,1,2021,2,1134,868,887,1,100,274725
6,2,1,1690,2,742,924,948,1,48,181000
8,3,1,1836,2,0,1836,1836,1,185,280000
6,2,1,1658,2,885,773,773,1,84,188000
7,2,1,1964,2,866,803,1098,1,69,205000
5,1,1,816,1,0,816,816,0,0,129900
5,1,1,1008,1,0,1008,1008,0,18,134500
5,1,1,833,1,0,833,833,0,0,117000
8,3,1,1734,2,0,1734,1734,1,0,318000
8,2,1,1419,2,640,408,779,1,0,184100
5,2,1,894,1,0,894,894,0,0,130000
5,1,1,1601,1,580,533,1021,0,34,140000
5,1,1,1040,1,0,1040,1040,0,0,133700
6,1,1,1012,1,0,1012,1012,1,22,118400
7,3,1,1552,2,0,1552,1552,0,20,212900
4,1,1,960,1,0,672,960,0,0,112000
5,0,1,698,1,0,698,698,0,200,118000
7,2,1,1482,2,670,384,812,1,25,163900
4,2,1,1005,1,0,1005,1005,1,0,115000
7,3,1,1555,2,0,1373,1555,1,20,174000
7,3,1,1530,2,0,1530,1530,1,36,259000
7,2,1,1959,2,1112,847,847,1,48,215000
5,2,1,936,1,0,936,936,0,0,140000
4,2,1,1981,2,653,1122,1328,2,44,135000
5,0,1,974,1,0,974,974,0,28,93500
6,1,1,2210,2,1032,1008,1178,0,48,117500
8,2,1,2020,2,878,1128,1142,1,155,239500
6,2,1,1600,2,684,916,916,1,38,169000
6,1,1,986,1,0,960,986,1,128,102000
6,1,1,1252,1,220,1032,1032,0,0,119000
5,0,1,1020,1,240,780,780,0,0,94000
6,2,1,1567,2,0,1567,1567,2,32,196000
5,2,1,1167,1,0,915,1167,1,0,144000
5,2,1,952,1,0,952,952,0,0,139000
5,2,1,1868,2,780,780,1088,1,96,197500
8,3,1,2828,3,1362,1466,1466,1,144,424870
5,0,1,1006,1,0,1006,1006,0,24,80000
4,1,1,924,1,252,672,672,0,0,80000
5,1,1,1576,1,534,1042,1042,1,0,149000
6,2,1,1298,2,0,1298,1298,1,26,180000
7,1,1,1564,1,704,704,860,1,0,174500
7,1,1,1111,1,539,572,572,1,0,116900
7,2,1,1482,1,650,650,832,0,0,143000
6,1,1,932,1,0,932,932,1,0,124000
5,2,1,1466,1,0,1466,1466,2,140,149900
6,2,1,1811,1,0,1073,1811,1,0,230000
6,1,1,816,1,0,816,816,0,0,120500
7,2,1,1820,1,918,864,902,2,84,201800
5,2,1,1437,2,0,1437,1437,1,21,218000
5,2,1,1265,2,0,1219,1265,1,92,179900
7,2,1,1314,2,0,1314,1314,1,62,230000
8,3,1,1580,2,0,1580,1580,0,24,235128
6,2,1,1876,2,933,901,943,1,69,185000
6,2,1,1456,2,601,855,855,1,0,146000
6,2,1,1640,1,0,1296,1640,1,0,224000
5,2,1,894,1,0,894,894,1,0,129000
4,2,2,1258,0,0,1198,1258,0,0,108959
5,2,1,1432,1,0,1360,1432,1,180,194000
7,2,1,1502,2,0,1502,1502,0,114,233170
8,3,1,1694,2,0,1694,1694,0,33,245350
6,2,1,1671,2,712,959,959,1,38,173000
6,2,1,2108,2,872,1127,1236,2,0,235000
10,3,1,3627,3,1796,1930,1831,1,76,625000
6,1,1,1118,1,0,1096,1118,1,0,171000
6,2,1,1261,1,0,1261,1261,1,0,163000
7,2,1,1250,2,625,625,625,0,54,171900
5,0,1,3086,3,971,1598,1636,1,0,200500
6,2,1,2345,2,1175,952,1170,1,0,239000
8,2,1,2872,2,743,1683,2129,1,33,285000
5,1,1,923,1,0,876,923,0,0,119500
6,1,1,1224,1,406,818,818,0,0,115000
5,1,1,1343,1,523,731,820,1,0,154900
5,0,1,1124,1,0,0,1124,1,36,93000
7,2,1,2514,2,1216,1216,1298,0,0,250000
8,2,1,1652,2,0,1600,1652,1,53,392500
10,3,1,4476,3,2065,2396,2411,2,78,745000
5,2,1,1130,1,0,1120,1130,1,0,120000
5,3,1,1572,1,0,1572,1572,2,263,186700
5,1,1,1221,1,272,784,949,0,0,104900
3,2,2,1699,2,685,978,1014,0,74,95000
8,3,1,1624,2,0,1624,1624,1,114,262000
7,2,1,1660,2,829,831,831,0,68,195000
7,2,1,1804,2,776,994,1028,1,60,189000
4,4,1,1622,1,0,1249,1622,1,0,168000
8,2,1,1441,2,677,776,764,0,0,174000
5,1,1,1472,1,630,702,842,0,0,125000
6,2,1,1224,2,0,1224,1224,0,304,165000
6,1,1,1352,1,689,663,663,0,36,158000
6,2,1,1456,2,728,728,728,0,24,176000
7,3,1,1863,2,984,879,879,1,17,219210
7,1,1,1690,1,875,815,815,1,0,144000
7,2,1,1212,2,0,1212,1212,0,0,178000
4,2,1,1382,1,0,1051,1382,1,82,148000
4,1,1,864,1,0,864,864,0,0,116050
7,2,1,1779,2,913,866,866,0,36,197900
5,1,1,1348,1,464,884,884,1,0,117000
7,2,1,1630,2,0,1630,1630,1,234,213000
5,2,1,1074,1,0,1056,1074,0,88,153500
7,3,1,2196,2,0,2158,2196,1,70,271900
4,1,1,1056,1,0,1056,1056,0,42,107000
6,2,1,1700,2,0,1682,1700,0,23,200000
5,2,1,1283,1,0,931,1283,0,0,140000
8,2,1,1660,2,0,1660,1660,1,50,290000
6,2,1,1845,2,790,1055,1055,1,104,189000
8,2,1,1752,2,672,559,1080,0,12,164000
4,1,1,672,1,0,672,672,0,113,113000
4,1,1,960,0,0,648,960,0,0,145000
5,1,1,999,1,0,925,999,0,72,134500
5,1,1,894,1,0,894,894,0,0,125000
6,2,2,1902,2,584,0,1318,0,0,112000
8,2,1,1314,2,0,1300,1314,0,112,229456
4,0,1,912,1,240,0,672,0,0,80500
6,0,1,1218,1,546,672,672,0,0,91500
5,1,1,912,1,0,912,912,0,0,115000
5,1,1,1211,1,0,952,1211,1,63,134000
6,1,1,1846,2,678,1040,1168,1,0,143000
5,2,1,2136,2,0,2136,2136,0,30,137900
7,2,1,1490,2,702,788,788,1,75,184000
6,1,1,1138,1,0,588,1138,0,0,145000
6,3,1,1933,2,1039,894,894,1,18,214000
5,2,1,912,1,0,912,912,0,240,147000
9,3,1,1702,1,0,1702,1702,1,72,367294
5,1,1,1507,2,0,1075,1507,0,0,127000
5,2,2,2620,2,1259,1361,1361,1,24,190000
5,2,1,1190,1,0,1106,1190,0,18,132500
4,2,2,1224,2,0,0,1224,0,0,101800
5,2,1,1188,1,0,1188,1188,0,0,142000
5,0,1,1964,1,940,940,1024,0,192,130000
5,1,1,1784,1,892,747,892,0,40,138887
7,2,1,1626,2,862,764,764,0,27,175500
7,2,1,1948,2,1101,847,847,1,48,195000
6,2,1,1141,1,0,1141,1141,0,0,142500
8,2,1,1484,2,0,1476,1484,1,33,265900
7,2,1,1768,2,884,884,884,0,63,224900
7,3,1,1689,2,0,1689,1689,0,56,248328
7,2,1,1173,2,0,1053,1173,2,120,170000
10,3,1,2076,2,0,2076,2076,1,229,465000
8,2,1,1517,1,725,792,792,2,0,230000
6,2,1,1868,3,728,585,1140,1,112,178000
7,2,1,1553,2,797,756,756,0,45,186500
6,3,1,1034,1,0,1012,1034,0,0,169900
6,2,1,2058,1,924,735,1134,1,0,129500
5,1,1,988,1,0,876,988,0,80,119000
7,2,1,2110,2,0,2110,2110,2,0,244000
7,2,1,1405,2,0,1405,1405,1,36,171750
5,1,1,874,1,0,864,874,0,0,130000
7,2,1,2167,2,651,1192,1516,2,47,294000
7,2,1,1656,2,896,746,760,1,128,165400
6,1,1,1367,1,408,884,959,1,0,127500
8,2,1,1987,2,0,1986,1987,1,36,301500
5,0,1,864,1,0,864,864,0,96,99900
7,2,1,1166,2,0,856,1166,0,0,190000
6,2,1,1054,1,0,1054,1054,0,0,151000
6,2,1,1675,2,783,841,892,1,103,181000
5,1,1,1050,1,0,1050,1050,0,0,128900
4,1,1,1788,1,684,1104,1104,2,0,161500
6,2,1,1824,1,764,764,1060,1,0,180500
6,2,1,1337,2,0,1405,1337,0,68,181000
7,2,1,1452,2,739,691,713,0,34,183900
7,1,2,1889,1,925,925,964,1,0,122000
9,3,1,2018,2,0,2002,2018,1,76,378500
8,3,1,3447,3,1479,728,1968,2,12,381000
5,1,1,1524,1,650,874,874,0,0,144000
7,2,1,1524,0,192,1332,1332,1,0,260000
6,2,1,1489,2,0,1489,1489,1,0,185750
5,1,1,935,1,0,935,935,0,0,137000
6,1,1,1357,1,0,1019,1357,1,0,177000
5,2,1,1250,2,589,661,661,1,0,139000
5,2,2,1920,2,992,928,928,0,0,137000
6,2,1,1395,1,660,723,735,1,116,162000
6,2,1,1724,1,0,1680,1724,1,0,197900
8,2,1,2031,2,903,1128,1128,1,211,237000
4,2,1,1128,1,430,698,698,0,0,68400
7,2,1,1573,2,0,1573,1573,0,72,227000
7,2,1,1339,2,0,1309,1339,1,58,180000
5,2,1,1040,2,0,1040,1040,0,0,150500
6,0,2,1824,2,912,912,912,0,0,139000
6,1,1,2447,2,748,804,1699,1,0,169000
6,1,1,1412,1,587,780,825,1,0,132500
6,2,1,1328,1,0,1328,1328,2,26,143000
5,2,1,1582,2,0,1624,1582,0,198,190000
8,2,1,1659,2,0,1501,1659,1,59,278000
8,3,1,1970,2,850,1085,1120,1,74,281000
5,2,1,1152,1,0,1152,1152,1,0,180500
5,1,1,1302,2,672,630,630,0,0,119500
5,1,2,2372,2,994,994,1378,0,287,107500
7,2,1,1664,2,832,832,832,1,28,162900
5,2,1,864,1,0,864,864,0,0,115000
5,1,1,1052,1,0,1052,1052,0,0,138500
5,2,1,1128,2,0,1120,1128,0,20,155000
6,2,1,1072,2,0,547,1072,0,44,140000
10,2,1,5642,2,950,6110,4692,3,292,160000
5,1,1,1246,1,0,1246,1246,0,0,154000
7,2,1,1983,2,978,978,1005,1,0,225000
6,1,1,1494,1,741,771,753,2,0,177500
8,3,1,2526,2,1323,1165,1203,1,78,290000
7,3,1,1616,2,0,1616,1616,0,59,232000
7,2,1,1708,2,732,976,976,0,40,130000
9,2,1,1652,2,0,1652,1652,2,102,325000
7,2,1,1368,2,0,1368,1368,1,35,202500
5,2,1,990,1,0,990,990,0,64,138000
5,2,1,1122,1,0,924,1122,0,36,147000
6,2,1,1294,2,0,1278,1294,0,51,179200
7,2,1,1902,2,0,1902,1902,2,207,335000
7,2,1,1274,2,0,1274,1274,0,98,203000
8,2,1,2810,2,1357,1453,1453,1,0,302000
9,3,1,2599,2,1177,1393,1422,1,30,333168
4,1,1,948,1,0,948,948,1,36,119000
6,2,1,2112,2,1020,952,1092,2,0,206900
8,3,1,1630,2,0,1622,1630,1,42,295493
7,2,1,1352,2,0,1352,1352,1,241,208900
8,3,1,1787,2,0,1753,1787,1,150,275000
4,1,1,948,1,0,864,948,0,0,111000
6,2,1,1478,1,0,1478,1478,2,0,156500
3,1,1,720,1,0,0,720,0,0,72500
7,2,1,1923,2,862,750,1061,1,39,190000
4,0,1,708,1,0,420,708,0,0,82500
8,3,1,1795,2,0,1795,1795,1,49,147000
4,0,1,796,1,0,796,796,0,0,55000
3,0,1,774,1,0,544,774,0,0,79000
5,1,1,816,1,0,816,816,1,0,130500
6,2,1,2792,2,1208,1510,1584,2,547,256000
7,2,1,1632,2,677,935,955,1,28,176500
8,3,1,1588,2,0,1588,1588,1,45,227000
5,2,1,954,1,0,911,954,0,0,132500
4,1,1,816,1,0,816,816,1,0,100000
5,1,1,1360,1,557,803,803,0,65,125500
5,2,1,1365,1,600,765,765,0,36,125000
6,2,1,1334,2,0,1350,1334,1,16,167900
5,2,2,1656,2,0,1656,1656,0,211,135000
4,0,1,693,1,0,693,693,0,20,52500
7,2,1,1861,2,941,916,920,0,91,200000
5,1,1,864,1,0,864,864,0,0,128500
4,4,1,872,1,0,858,872,0,0,123000
6,2,1,1114,1,0,1114,1114,0,78,155000
8,2,1,2169,2,885,1284,1284,1,87,228500
6,2,1,1913,1,741,896,1172,1,0,177000
7,2,1,1456,2,728,728,728,1,0,155835
4,1,1,960,1,0,960,960,0,0,108500
7,2,1,2156,2,0,1568,2156,1,80,262500
8,3,1,1776,2,0,1732,1776,1,0,283463
7,2,1,1494,2,0,1482,1494,1,25,215000
8,0,1,2358,2,1215,684,938,0,54,122000
5,4,2,2634,2,1296,1248,1338,0,0,200000
6,2,1,1716,1,858,858,858,1,84,171000
6,2,1,1176,1,390,698,786,0,0,134900
8,3,1,3238,2,1185,2033,2053,1,86,410000
7,3,1,1865,2,873,992,992,1,184,235000
7,2,1,1920,3,698,570,1222,1,98,170000
5,1,1,892,1,0,864,892,0,0,110000
5,2,1,1078,1,0,1078,1078,1,0,149900
6,2,1,1573,2,804,756,769,0,32,177500
9,3,1,1980,2,0,1980,1980,1,45,315000
5,2,1,2601,3,1611,612,990,0,0,189000
7,2,1,1530,2,0,1530,1530,1,36,260000
4,1,1,1738,2,457,715,1281,1,0,104900
6,2,1,1412,2,796,616,616,1,36,156932
7,2,1,1200,2,600,600,520,0,166,144152
7,2,1,1674,2,860,814,814,0,96,216000
7,2,1,1790,2,908,873,882,0,88,193000
5,1,1,1475,2,550,757,925,1,26,127000
6,2,1,848,1,0,848,848,0,0,144000
8,2,1,1668,2,0,1657,1668,1,262,232000
4,1,1,1374,1,534,840,840,0,0,105000
6,1,1,1661,1,0,992,1661,1,28,165500
7,2,1,2097,2,989,1108,1108,1,170,274300
10,3,1,2633,2,0,2633,2633,2,140,466500
7,3,1,1958,2,932,1026,1026,1,210,250000
8,3,1,1571,2,0,1571,1571,1,36,239000
6,1,1,790,1,0,768,790,0,141,91000
5,2,1,1604,2,620,984,984,0,68,117000
6,1,1,987,1,504,483,483,0,0,83000
5,2,1,1394,2,640,384,754,0,0,167500
3,1,1,864,1,0,864,864,0,0,58500
6,2,1,2117,2,0,1205,2117,2,42,237500
7,2,1,1762,1,764,596,998,0,0,157000
5,2,1,1416,2,0,816,1416,0,0,112000
6,1,1,1258,1,560,560,698,0,0,105000
4,1,1,1154,1,358,796,796,0,96,125500
7,2,1,2784,3,1392,1392,1392,2,112,250000
6,1,1,2526,2,862,714,1664,1,15,136000
9,3,1,1746,2,0,1746,1746,2,39,377500
6,2,1,1218,1,349,735,869,1,0,131000
7,2,1,1525,2,0,1525,1525,0,36,235000
5,3,2,1584,2,0,1584,1584,0,152,124000
5,1,1,900,1,0,864,900,1,144,123000
6,2,2,1912,2,691,482,1221,1,25,163000
7,3,1,1500,2,0,1356,1500,1,20,246578
8,3,1,2482,2,1349,1094,1133,1,39,281213
5,2,1,1687,1,0,747,1687,2,0,160000
5,1,1,1513,1,574,939,939,0,0,137500
5,1,1,1904,1,768,1208,1136,0,0,138000
6,1,1,1608,2,448,976,1160,1,16,137450
6,1,1,1158,1,208,862,950,1,0,120000
6,2,1,1593,2,729,839,864,1,75,193000
7,2,1,1294,2,0,1286,1294,1,55,193879
8,3,1,1464,2,0,1485,1464,0,160,282922
3,3,1,1214,1,520,672,694,0,0,105000
8,2,1,1646,2,0,1594,1646,1,53,275000
5,2,1,768,1,0,768,768,0,0,133000
5,0,1,833,1,0,833,833,0,0,112000
4,2,1,1363,1,622,622,741,0,0,125500
7,2,1,2093,2,857,791,1236,1,63,215000
7,2,1,1840,2,896,944,944,0,45,230000
6,1,1,1668,1,556,856,1112,0,0,140000
4,2,2,1040,2,0,0,1040,0,0,90000
8,2,1,1844,2,0,1844,1844,1,44,257000
6,2,1,1848,1,795,833,1053,1,0,207000
7,3,1,1569,2,0,1386,1569,1,20,175900
4,2,2,2290,2,1044,777,1246,0,0,122500
8,3,1,2450,2,1140,1284,1310,1,126,340000
5,1,1,1144,1,0,1144,1144,0,88,124000
6,2,1,1844,2,0,1844,1844,1,73,223000
6,2,1,1416,2,708,708,708,1,169,179900
6,2,1,1069,2,0,1069,1069,1,55,127500
6,2,1,848,1,0,848,848,0,0,136500
6,2,1,2201,2,626,697,1575,1,236,274970
5,1,1,1344,1,0,1024,1344,1,28,144000
6,2,1,1252,1,0,1252,1252,0,39,142000
7,2,1,2127,2,904,1223,1223,2,132,271000
5,1,1,1558,1,510,913,1048,1,0,140000
5,1,1,804,1,0,788,804,2,0,119000
6,2,1,1440,2,0,1440,1440,1,0,182900
5,2,1,1838,2,1104,732,734,1,40,192140
6,2,1,958,2,0,958,958,0,60,143750
4,1,1,968,2,0,656,968,0,0,64500
6,2,1,1792,2,830,936,962,1,0,186500
5,2,1,1126,2,0,1126,1126,1,41,160000
6,2,1,1537,1,0,1319,1537,1,36,174000
4,2,1,864,1,0,864,864,0,0,120500
8,3,1,1932,2,0,1932,1932,1,66,394617
6,2,1,1236,1,0,912,1236,0,158,149700
7,2,1,1725,2,685,539,1040,1,88,197000
6,2,1,2555,2,748,588,1423,1,0,191000
6,2,1,848,1,0,848,848,1,0,149300
10,3,1,2007,2,981,1017,1026,1,52,310000
6,1,1,952,1,0,952,952,1,98,121000
7,2,1,1422,2,0,1422,1422,0,60,179600
6,1,1,913,1,0,814,913,0,0,129000
5,1,1,1188,1,0,1188,1188,0,39,157900
8,2,1,2090,2,870,1220,1220,1,65,240000
4,1,1,1346,1,550,560,796,0,24,112000
5,0,1,630,1,0,630,630,0,0,92000
5,0,2,1792,2,896,896,896,0,45,136000
8,3,1,1578,2,0,1573,1578,1,36,287090
5,2,1,1072,1,0,547,1072,0,28,145000
5,0,1,1140,1,0,1140,1140,0,56,84500
7,2,1,1221,2,0,1221,1221,0,113,185000
6,2,1,1647,2,694,953,953,1,40,175000
6,2,1,2073,2,0,1542,2073,2,0,210000
7,1,1,2340,2,1152,1152,1188,2,60,266500
5,1,1,1078,1,0,1078,1078,0,0,142125
5,1,1,1256,1,0,1256,1256,0,68,147500
